STATE00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,AREA00,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
13,135,50315,13135050315,4476,2128,W,2760913,2725711,13,135,50315,13135050315,4850,2272,P,2818990,2783788,2760913,2725711,100,100,97.94,97.91,4476,100,92.29,2128,100,93.66
13,63,40304,13063040304,4175,1835,W,3940213,3936865,13,63,40308,13063040308,4520,1837,P,9259853,9249455,3940213,3936865,100,100,42.55,42.56,4175,100,92.37,1835,100,99.89
13,121,10301,13121010301,14711,5646,W,85783132,84606132,13,121,10301,13121010301,15350,5937,P,86702862,85525862,85783132,84606132,100,100,98.94,98.92,14711,100,95.84,5646,100,95.1
13,89,23700,13089023700,5704,2577,W,4646532,4635333,13,89,23700,13089023700,5854,2626,P,4731478,4720279,4646532,4635333,100,100,98.2,98.2,5704,100,97.44,2577,100,98.13
13,121,8000,13121008000,4798,2237,W,5626993,5626993,13,121,8000,13121008000,4875,2269,P,5912417,5912417,5626993,5626993,100,100,95.17,95.17,4798,100,98.42,2237,100,98.59
13,31,990700,13031990700,9056,3594,W,289931504,286438174,13,31,110700,13031110700,9197,3643,P,294840165,291168292,289931504,286438174,100,100,98.34,98.38,9056,100,98.47,3594,100,98.65
13,315,990400,13315990400,2189,1034,W,179255484,176919572,13,315,960400,13315960400,2213,1047,P,183543763,181207851,179255484,176919572,100,100,97.66,97.63,2189,100,98.92,1034,100,98.76
13,39,10302,13039010302,4349,1804,W,236982778,221567188,13,39,10302,13039010302,4387,1841,P,237048922,221608700,236982778,221567188,100,100,99.97,99.98,4349,100,99.13,1804,100,97.99
13,89,21209,13089021209,5206,2847,W,4794688,4780200,13,89,21209,13089021209,5249,2861,P,4850150,4835662,4794688,4780200,100,100,98.86,98.85,5206,100,99.18,2847,100,99.51
13,111,50400,13111050400,6740,4488,W,117632582,111911139,13,111,50400,13111050400,6792,4525,P,119437494,113716051,117632582,111911139,100,100,98.49,98.41,6740,100,99.23,4488,100,99.18
13,247,60404,13247060404,5600,2145,W,15086892,14889501,13,247,60404,13247060404,5643,2164,P,15561268,15363877,15086892,14889501,100,100,96.95,96.91,5600,100,99.24,2145,100,99.12
13,153,21104,13153021104,8371,3695,W,13552169,13529200,13,153,21104,13153021104,8410,3712,P,13641801,13618832,13552169,13529200,100,100,99.34,99.34,8371,100,99.54,3695,100,99.54
13,105,990400,13105990400,4039,1990,W,12098318,12066254,13,105,400,13105000400,4055,1997,P,12135917,12103853,12098318,12066254,100,100,99.69,99.69,4039,100,99.61,1990,100,99.65
13,245,1000,13245001000,2930,1370,W,1978939,1978939,13,245,1000,13245001000,2941,1376,P,1980277,1980277,1978939,1978939,100,100,99.93,99.93,2930,100,99.63,1370,100,99.56
13,215,10702,13215010702,4750,1944,W,4804780,4804780,13,215,10702,13215010702,4764,1949,P,4819081,4819081,4804780,4804780,100,100,99.7,99.7,4750,100,99.71,1944,100,99.74
13,205,980100,13205980100,3505,1465,W,224406924,223859707,13,205,90100,13205090100,3515,1468,P,224723011,224175794,224406924,223859707,100,100,99.86,99.86,3505,100,99.72,1465,100,99.8
13,121,11303,13121011303,8410,3822,W,6883914,6880959,13,121,11303,13121011303,8433,3834,P,7020598,7015863,6883914,6880959,100,100,98.05,98.08,8410,100,99.73,3822,100,99.69
13,135,50712,13135050712,7275,2542,W,8261776,8177513,13,135,50712,13135050712,7293,2547,P,8372681,8288418,8261776,8177513,100,100,98.68,98.66,7275,100,99.75,2542,100,99.8
13,63,40518,13063040518,5045,1881,W,3469789,3467171,13,63,40518,13063040518,5057,1883,P,3536978,3534360,3469789,3467171,100,100,98.1,98.1,5045,100,99.76,1881,100,99.89
13,313,700,13313000700,4746,1929,W,95357684,95345470,13,313,700,13313000700,4757,1933,P,95360783,95348569,95357684,95345470,100,100,100,100,4746,100,99.77,1929,100,99.79
13,121,4800,13121004800,934,626,W,382150,382150,13,121,4800,13121004800,936,627,P,393133,393133,382150,382150,100,100,97.21,97.21,934,100,99.79,626,100,99.84
13,121,10206,13121010206,4968,2374,W,14967778,14773831,13,121,10206,13121010206,4977,2380,P,14978877,14784930,14967778,14773831,100,100,99.93,99.92,4968,100,99.82,2374,100,99.75
13,189,950100,13189950100,2249,1043,W,287789881,270348692,13,189,950100,13189950100,2253,1046,P,288000476,270526038,287789881,270348692,100,100,99.93,99.93,2249,100,99.82,1043,100,99.71
13,89,21812,13089021812,2368,987,W,2034644,2034644,13,89,21812,13089021812,2372,989,P,2036415,2036415,2034644,2034644,100,100,99.91,99.91,2368,100,99.83,987,100,99.8
13,63,40509,13063040509,4257,1755,W,5215511,5171123,13,63,40509,13063040509,4263,1759,P,5216035,5171647,5215511,5171123,100,100,99.99,99.99,4257,100,99.86,1755,100,99.77
13,89,20100,13089020100,1748,724,W,1083788,1073581,13,89,20100,13089020100,1750,726,P,1121758,1109755,1083788,1073581,100,100,96.62,96.74,1748,100,99.89,724,100,99.72
13,89,21706,13089021706,6149,2941,W,5182302,5141780,13,89,21706,13089021706,6155,2943,P,5194728,5154206,5182302,5141780,100,100,99.76,99.76,6149,100,99.9,2941,100,99.93
13,121,1800,13121001800,3923,3001,W,904988,904988,13,121,1800,13121001800,3927,3002,P,916983,916983,904988,904988,100,100,98.69,98.69,3923,100,99.9,3001,100,99.97
13,67,31406,13067031406,7580,3375,W,6229267,6229267,13,67,31406,13067031406,7587,3379,P,6235741,6235741,6229267,6229267,100,100,99.9,99.9,7580,100,99.91,3375,100,99.88
13,73,30102,13073030102,9448,3508,W,22653434,20437776,13,73,30102,13073030102,9456,3511,P,22658905,20443247,22653434,20437776,100,100,99.98,99.97,9448,100,99.92,3508,100,99.91
13,89,21909,13089021909,5796,2939,W,3458367,3411784,13,89,21909,13089021909,5800,2940,P,3459117,3412534,3458367,3411784,100,100,99.98,99.98,5796,100,99.93,2939,100,99.97
13,185,10800,13185010800,5416,2385,W,19500309,19233198,13,185,10800,13185010800,5420,2386,P,19501146,19234035,19500309,19233198,100,100,100,100,5416,100,99.93,2385,100,99.96
13,185,10900,13185010900,1731,762,W,4246216,4221739,13,185,10900,13185010900,1732,763,P,4277257,4252780,4246216,4221739,100,100,99.27,99.27,1731,100,99.94,762,100,99.87
13,121,10210,13121010210,5601,2716,W,4709600,4557741,13,121,10210,13121010210,5604,2718,P,4710413,4558554,4709600,4557741,100,100,99.98,99.98,5601,100,99.95,2716,100,99.93
13,255,161000,13255161000,5547,2199,W,84299548,82912306,13,255,161000,13255161000,5549,2200,P,84364096,82976854,84299548,82912306,100,100,99.92,99.92,5547,100,99.96,2199,100,99.95
13,57,90502,13057090502,12061,4457,W,81354424,80211775,13,57,90502,13057090502,12065,4458,P,81363951,80221302,81354424,80211775,100,100,99.99,99.99,12061,100,99.97,4457,100,99.98
13,67,31106,13067031106,8224,3189,W,8975217,8699813,13,67,31106,13067031106,8225,3190,P,8989680,8714276,8975217,8699813,100,100,99.84,99.83,8224,100,99.99,3189,100,99.97
13,1,950500,13001950500,3864,1789,W,375200417,372865781,13,1,950500,13001950500,3864,1789,P,375278056,372943420,375200417,372865781,100,100,99.98,99.98,3864,100,100,1789,100,100
13,3,960100,13003960100,2077,951,W,257204597,254510004,13,3,960100,13003960100,2077,951,P,257211372,254516779,257204597,254510004,100,100,100,100,2077,100,100,951,100,100
13,9,970800,13009970800,7036,2635,W,198515412,197726552,13,9,970800,13009970800,7036,2635,P,198516294,197727430,198515412,197726552,100,100,100,100,7036,100,100,2635,100,100
13,15,960300,13015960300,6647,2511,W,159615728,158881346,13,15,960300,13015960300,6647,2511,P,159625738,158881346,159615728,158881346,100,100,99.99,100,6647,100,100,2511,100,100
13,15,960801,13015960801,3579,1397,W,24168092,19483121,13,15,960801,13015960801,3579,1397,P,24168125,19483154,24168092,19483121,100,100,100,100,3579,100,100,1397,100,100
13,15,960803,13015960803,5149,2174,W,82573845,77215696,13,15,960803,13015960803,5149,2174,P,82578319,77220170,82573845,77215696,100,100,99.99,99.99,5149,100,100,2174,100,100
13,19,970200,13019970200,3947,1681,W,247916560,242858384,13,19,970200,13019970200,3947,1681,P,247917034,242858858,247916560,242858384,100,100,100,100,3947,100,100,1681,100,100
13,21,11701,13021011701,2539,1009,W,4222494,4217249,13,21,11701,13021011701,2539,1009,P,4222535,4217290,4222494,4217249,100,100,100,100,2539,100,100,1009,100,100
13,21,11800,13021011800,3625,1861,W,4535013,4525743,13,21,11800,13021011800,3625,1861,P,4537262,4527992,4535013,4525743,100,100,99.95,99.95,3625,100,100,1861,100,100
13,21,11900,13021011900,2167,1225,W,3047646,3047646,13,21,11900,13021011900,2167,1225,P,3552277,3441259,3047646,3047646,100,100,85.79,88.56,2167,100,100,1225,100,100
13,21,12200,13021012200,2341,1070,W,3767128,3729500,13,21,12200,13021012200,2341,1070,P,3767219,3729591,3767128,3729500,100,100,100,100,2341,100,100,1070,100,100
13,21,12400,13021012400,4305,1859,W,4502771,4467837,13,21,12400,13021012400,4305,1859,P,4506815,4471881,4502771,4467837,100,100,99.91,99.91,4305,100,100,1859,100,100
13,21,13302,13021013302,4420,1765,W,31186457,31021487,13,21,13302,13021013302,4420,1765,P,31214961,31049991,31186457,31021487,100,100,99.91,99.91,4420,100,100,1765,100,100
13,33,950200,13033950200,2833,1169,W,240174890,238556049,13,33,950200,13033950200,2833,1169,P,240197139,238578298,240174890,238556049,100,100,99.99,99.99,2833,100,100,1169,100,100
13,33,950500,13033950500,5350,2129,W,373408305,371179200,13,33,950500,13033950500,5350,2129,P,373413146,371184041,373408305,371179200,100,100,100,100,5350,100,100,2129,100,100
13,33,950700,13033950700,3139,1428,W,432056540,426819371,13,33,950700,13033950700,3139,1428,P,432078149,426832499,432056540,426819371,100,100,99.99,100,3139,100,100,1428,100,100
13,45,990101,13045990101,5929,2620,W,16671921,16606661,13,45,910101,13045910101,5929,2620,P,16674158,16608898,16671921,16606661,100,100,99.99,99.99,5929,100,100,2620,100,100
13,45,990300,13045990300,6310,2488,W,147947920,147080826,13,45,910300,13045910300,6310,2488,P,147949554,147082460,147947920,147080826,100,100,100,100,6310,100,100,2488,100,100
13,45,990703,13045990703,7972,3329,W,35822712,34765803,13,45,910703,13045910703,7972,3329,P,35824147,34767238,35822712,34765803,100,100,100,100,7972,100,100,3329,100,100
13,45,990800,13045990800,3974,1654,W,172288358,170516344,13,45,910800,13045910800,3974,1654,P,172292879,170520865,172288358,170516344,100,100,100,100,3974,100,100,1654,100,100
13,47,30402,13047030402,6192,2556,W,21843558,21636175,13,47,30402,13047030402,6192,2556,P,21844686,21637046,21843558,21636175,100,100,99.99,100,6192,100,100,2556,100,100
13,51,3700,13051003700,1405,639,W,1753095,1753095,13,51,3700,13051003700,1405,639,P,1754466,1754466,1753095,1753095,100,100,99.92,99.92,1405,100,100,639,100,100
13,51,4207,13051004207,3717,1747,W,1899182,1899182,13,51,4207,13051004207,3717,1747,P,1952856,1952856,1899182,1899182,100,100,97.25,97.25,3717,100,100,1747,100,100
13,51,4400,13051004400,2337,890,W,1697352,1697352,13,51,4400,13051004400,2337,890,P,1745578,1745578,1697352,1697352,100,100,97.24,97.24,2337,100,100,890,100,100
13,51,4500,13051004500,4051,1646,W,6195055,6185150,13,51,4500,13051004500,4051,1646,P,6225635,6215730,6195055,6185150,100,100,99.51,99.51,4051,100,100,1646,100,100
13,55,980300,13055980300,2891,1484,W,182485637,182464759,13,55,10300,13055010300,2891,1484,P,182486191,182465313,182485637,182464759,100,100,100,100,2891,100,100,1484,100,100
13,57,90501,13057090501,5877,2258,W,97077143,95990396,13,57,90501,13057090501,5877,2258,P,97089177,95990549,97077143,95990396,100,100,99.99,100,5877,100,100,2258,100,100
13,57,90601,13057090601,6841,2510,W,21978782,21721081,13,57,90601,13057090601,6841,2511,P,22011689,21744403,21978782,21721081,100,100,99.85,99.89,6841,100,100,2510,100,99.96
13,57,91101,13057091101,5557,2247,W,18402435,13896891,13,57,91101,13057091101,5557,2247,P,18403358,13897814,18402435,13896891,100,100,99.99,99.99,5557,100,100,2247,100,100
13,59,1200,13059001200,2646,1556,W,3563734,3471505,13,59,1200,13059001200,2646,1556,P,3567489,3471505,3563734,3471505,100,100,99.89,100,2646,100,100,1556,100,100
13,59,130400,13059130400,5804,2482,W,14159723,14048324,13,59,130400,13059130400,5804,2482,P,14160013,14048614,14159723,14048324,100,100,100,100,5804,100,100,2482,100,100
13,59,130600,13059130600,6278,3031,W,9400630,9215516,13,59,130600,13059130600,6278,3031,P,9412529,9227415,9400630,9215516,100,100,99.87,99.87,6278,100,100,3031,100,100
13,59,140500,13059140500,2200,724,W,21428579,21184049,13,59,140500,13059140500,2200,724,P,21431133,21186603,21428579,21184049,100,100,99.99,99.99,2200,100,100,724,100,100
13,63,40614,13063040614,4680,2050,W,13956490,11889120,13,63,40614,13063040614,4680,2050,P,13968845,11901475,13956490,11889120,100,100,99.91,99.9,4680,100,100,2050,100,100
13,67,30214,13067030214,8194,2944,W,10667792,10598610,13,67,30214,13067030214,8194,2944,P,10668083,10598901,10667792,10598610,100,100,100,100,8194,100,100,2944,100,100
13,67,30504,13067030504,5972,2490,W,6635565,6597622,13,67,30504,13067030504,5972,2490,P,6636805,6598862,6635565,6597622,100,100,99.98,99.98,5972,100,100,2490,100,100
13,67,31308,13067031308,4776,1914,W,6419075,6402251,13,67,31308,13067031308,4776,1914,P,6420442,6403618,6419075,6402251,100,100,99.98,99.98,4776,100,100,1914,100,100
13,67,31505,13067031505,5992,2380,W,10062215,10052315,13,67,31505,13067031505,5992,2380,P,10075415,10065515,10062215,10052315,100,100,99.87,99.87,5992,100,100,2380,100,100
13,69,990400,13069990400,5366,2481,W,32921725,29696899,13,69,10400,13069010400,5366,2481,P,32924214,29699388,32921725,29696899,100,100,99.99,99.99,5366,100,100,2481,100,100
13,71,970900,13071970900,6280,2458,W,358398379,350621803,13,71,970900,13071970900,6280,2458,P,358403471,350626895,358398379,350621803,100,100,100,100,6280,100,100,2458,100,100
13,73,30202,13073030202,2963,1233,W,2520203,2520203,13,73,30202,13073030202,2963,1233,P,2525176,2525176,2520203,2520203,100,100,99.8,99.8,2963,100,100,1233,100,100
13,75,980300,13075980300,6359,2644,W,132790616,129845411,13,75,960300,13075960300,6359,2644,P,132791798,129846593,132790616,129845411,100,100,100,100,6359,100,100,2644,100,100
13,77,170402,13077170402,8430,3111,W,41181857,40710844,13,77,170402,13077170402,8430,3111,P,41185289,40714276,41181857,40710844,100,100,99.99,99.99,8430,100,100,3111,100,100
13,81,980100,13081980100,4130,1815,W,86443504,85502297,13,81,10100,13081010100,4130,1815,P,86451067,85509860,86443504,85502297,100,100,99.99,99.99,4130,100,100,1815,100,100
13,89,20400,13089020400,2376,1309,W,1002041,1002041,13,89,20400,13089020400,2376,1309,P,1012310,1012310,1002041,1002041,100,100,98.99,98.99,2376,100,100,1309,100,100
13,89,21211,13089021211,4598,1958,W,5023902,4903792,13,89,21211,13089021211,4598,1958,P,5032501,4912391,5023902,4903792,100,100,99.83,99.82,4598,100,100,1958,100,100
13,89,21907,13089021907,8610,3735,W,23205739,21458149,13,89,21907,13089021907,8610,3737,P,23379757,21632167,23205739,21458149,100,100,99.26,99.2,8610,100,100,3735,100,99.95
13,89,22007,13089022007,3783,1451,W,1190902,1190902,13,89,22007,13089022007,3783,1451,P,1200516,1200516,1190902,1190902,100,100,99.2,99.2,3783,100,100,1451,100,100
13,89,22302,13089022302,4132,2203,W,3573383,3573383,13,89,22302,13089022302,4132,2203,P,3577638,3577638,3573383,3573383,100,100,99.88,99.88,4132,100,100,2203,100,100
13,89,23303,13089023303,6503,2689,W,19787121,19149982,13,89,23303,13089023303,6503,2689,P,19787195,19150056,19787121,19149982,100,100,100,100,6503,100,100,2689,100,100
13,89,23506,13089023506,5910,2509,W,5374800,5371273,13,89,23506,13089023506,5910,2509,P,5375649,5372122,5374800,5371273,100,100,99.98,99.98,5910,100,100,2509,100,100
13,89,23802,13089023802,4392,1651,W,9634641,9570416,13,89,23802,13089023802,4392,1651,P,9639384,9575090,9634641,9570416,100,100,99.95,99.95,4392,100,100,1651,100,100
13,95,10602,13095010602,3751,1557,W,84378196,83544824,13,95,10602,13095010602,3751,1557,P,84385914,83544824,84378196,83544824,100,100,99.99,100,3751,100,100,1557,100,100
13,97,80507,13097080507,3610,1297,W,25399174,25188162,13,97,80507,13097080507,3610,1297,P,25402288,25191276,25399174,25188162,100,100,99.99,99.99,3610,100,100,1297,100,100
13,99,990100,13099990100,1438,684,W,343081570,342273733,13,99,90100,13099090100,1438,684,P,343142319,342334482,343081570,342273733,100,100,99.98,99.98,1438,100,100,684,100,100
13,99,990300,13099990300,1535,638,W,146215678,144883973,13,99,90300,13099090300,1535,638,P,146272165,144940460,146215678,144883973,100,100,99.96,99.96,1535,100,100,638,100,100
13,105,990100,13105990100,3527,1575,W,140933024,139464866,13,105,100,13105000100,3527,1575,P,140949239,139480361,140933024,139464866,100,100,99.99,99.99,3527,100,100,1575,100,100
13,113,140101,13113140101,7407,2820,W,42607593,41689298,13,113,140101,13113140101,7407,2820,P,42608134,41689839,42607593,41689298,100,100,100,100,7407,100,100,2820,100,100
13,113,140204,13113140204,5190,1914,W,41841609,40923708,13,113,140204,13113140204,5190,1914,P,41970616,41046014,41841609,40923708,100,100,99.69,99.7,5190,100,100,1914,100,100
13,113,140307,13113140307,4878,1498,W,17343968,16951836,13,113,140307,13113140307,4878,1498,P,17376276,16984144,17343968,16951836,100,100,99.81,99.81,4878,100,100,1498,100,100
13,113,140405,13113140405,3441,1252,W,20427576,19889253,13,113,140405,13113140405,3441,1252,P,20441915,19903592,20427576,19889253,100,100,99.93,99.93,3441,100,100,1252,100,100
13,115,900,13115000900,2273,1129,W,9074538,8776304,13,115,900,13115000900,2273,1129,P,9074718,8776484,9074538,8776304,100,100,100,100,2273,100,100,1129,100,100
13,115,1800,13115001800,4613,2074,W,16963324,16644688,13,115,1800,13115001800,4613,2074,P,16992355,16644801,16963324,16644688,100,100,99.83,100,4613,100,100,2074,100,100
13,121,1300,13121001300,4073,2505,W,1316513,1316513,13,121,1300,13121001300,4073,2505,P,1316971,1316971,1316513,1316513,100,100,99.97,99.97,4073,100,100,2505,100,100
13,121,2100,13121002100,2451,1282,W,804064,804064,13,121,2100,13121002100,2451,1282,P,807922,807922,804064,804064,100,100,99.52,99.52,2451,100,100,1282,100,100
13,121,3200,13121003200,2015,1459,W,1040205,1040205,13,121,3200,13121003200,2015,1459,P,1063940,1063940,1040205,1040205,100,100,97.77,97.77,2015,100,100,1459,100,100
13,121,3600,13121003600,1207,922,W,381912,381912,13,121,3600,13121003600,1207,922,P,394287,394287,381912,381912,100,100,96.86,96.86,1207,100,100,922,100,100
13,121,4400,13121004400,2238,1134,W,826457,826457,13,121,4400,13121004400,2238,1134,P,827259,827259,826457,826457,100,100,99.9,99.9,2238,100,100,1134,100,100
13,121,5200,13121005200,4094,2158,W,2255762,2255762,13,121,5200,13121005200,4094,2158,P,2267309,2267309,2255762,2255762,100,100,99.49,99.49,4094,100,100,2158,100,100
13,121,5800,13121005800,1412,729,W,1256308,1256308,13,121,5800,13121005800,1412,729,P,1256441,1256441,1256308,1256308,100,100,99.99,99.99,1412,100,100,729,100,100
13,121,6601,13121006601,1889,969,W,1948213,1948213,13,121,6601,13121006601,1889,969,P,1954146,1954146,1948213,1948213,100,100,99.7,99.7,1889,100,100,969,100,100
13,121,7001,13121007001,3943,1736,W,4506145,4504936,13,121,7001,13121007001,3943,1736,P,4562824,4561615,4506145,4504936,100,100,98.76,98.76,3943,100,100,1736,100,100
13,121,7400,13121007400,3326,1435,W,2312419,2312419,13,121,7400,13121007400,3326,1435,P,2325714,2325714,2312419,2312419,100,100,99.43,99.43,3326,100,100,1435,100,100
13,121,8201,13121008201,6083,2915,W,5352498,5352498,13,121,8201,13121008201,6083,2915,P,5357967,5357967,5352498,5352498,100,100,99.9,99.9,6083,100,100,2915,100,100
13,121,8800,13121008800,4578,2265,W,9791539,9632608,13,121,8800,13121008800,4578,2265,P,9792684,9633753,9791539,9632608,100,100,99.99,99.99,4578,100,100,2265,100,100
13,121,10107,13121010107,1834,689,W,5487680,5322423,13,121,10107,13121010107,1834,689,P,5487772,5322423,5487680,5322423,100,100,100,100,1834,100,100,689,100,100
13,121,10510,13121010510,15841,6906,W,31179302,30868903,13,121,10510,13121010510,15841,6906,P,31196908,30886509,31179302,30868903,100,100,99.94,99.94,15841,100,100,6906,100,100
13,123,80400,13123080400,8420,4938,W,200879864,189567175,13,123,80400,13123080400,8420,4938,P,200882863,189570174,200879864,189567175,100,100,100,100,8420,100,100,4938,100,100
13,125,990100,13125990100,3082,1519,W,374126409,372278726,13,125,10100,13125010100,3082,1519,P,374131824,372283969,374126409,372278726,100,100,100,100,3082,100,100,1519,100,100
13,127,800,13127000800,4159,1637,W,14617293,9203996,13,127,800,13127000800,4159,1637,P,15621565,10110937,14617293,9203996,100,100,93.57,91.03,4159,100,100,1637,100,100
13,129,970800,13129970800,6014,2233,W,67153806,67074126,13,129,970800,13129970800,6014,2233,P,67323277,67243597,67153806,67074126,100,100,99.75,99.75,6014,100,100,2233,100,100
13,129,970900,13129970900,6929,2771,W,162356972,161993205,13,129,970900,13129970900,6929,2771,P,162358395,161994628,162356972,161993205,100,100,100,100,6929,100,100,2771,100,100
13,131,950300,13131950300,4364,1885,W,69427001,68444460,13,131,950300,13131950300,4364,1885,P,69547016,68564475,69427001,68444460,100,100,99.83,99.82,4364,100,100,1885,100,100
13,131,950600,13131950600,2333,1141,W,360195566,355824859,13,131,950600,13131950600,2333,1141,P,360206772,355836029,360195566,355824859,100,100,100,100,2333,100,100,1141,100,100
13,133,950200,13133950200,2381,1082,W,121966965,121502669,13,133,950200,13133950200,2381,1082,P,121967392,121503096,121966965,121502669,100,100,100,100,2381,100,100,1082,100,100
13,135,50103,13135050103,9882,3787,W,21892346,21385803,13,135,50103,13135050103,9882,3787,P,21893107,21386564,21892346,21385803,100,100,100,100,9882,100,100,3787,100,100
13,135,50205,13135050205,3749,1681,W,5182078,5092895,13,135,50205,13135050205,3749,1681,P,5182521,5093338,5182078,5092895,100,100,99.99,99.99,3749,100,100,1681,100,100
13,135,50309,13135050309,8374,3385,W,12331879,11914036,13,135,50309,13135050309,8374,3385,P,12430461,12012618,12331879,11914036,100,100,99.21,99.18,8374,100,100,3385,100,100
13,135,50426,13135050426,6267,2433,W,8477871,8457731,13,135,50426,13135050426,6267,2433,P,8502609,8482469,8477871,8457731,100,100,99.71,99.71,6267,100,100,2433,100,100
13,135,50429,13135050429,6718,2417,W,8969642,8807290,13,135,50429,13135050429,6718,2417,P,8980399,8818047,8969642,8807290,100,100,99.88,99.88,6718,100,100,2417,100,100
13,135,50709,13135050709,11695,4147,W,20350461,19803626,13,135,50709,13135050709,11695,4147,P,20351997,19804349,20350461,19803626,100,100,99.99,100,11695,100,100,4147,100,100
13,135,50715,13135050715,4956,1760,W,7080008,7073973,13,135,50715,13135050715,4956,1760,P,7090540,7084505,7080008,7073973,100,100,99.85,99.85,4956,100,100,1760,100,100
13,135,50718,13135050718,7858,2835,W,12334793,12225864,13,135,50718,13135050718,7858,2835,P,12337042,12228113,12334793,12225864,100,100,99.98,99.98,7858,100,100,2835,100,100
13,135,50719,13135050719,5249,2164,W,5934034,5883058,13,135,50719,13135050719,5249,2164,P,5936525,5885549,5934034,5883058,100,100,99.96,99.96,5249,100,100,2164,100,100
13,137,990500,13137990500,6991,2841,W,46759839,46324623,13,137,500,13137000500,6991,2841,P,46760766,46325550,46759839,46324623,100,100,100,100,6991,100,100,2841,100,100
13,137,990602,13137990602,8009,3204,W,68143649,67680123,13,137,602,13137000602,8009,3204,P,68152548,67689022,68143649,67680123,100,100,99.99,99.99,8009,100,100,3204,100,100
13,139,900,13139000900,5456,2503,W,6980571,6980571,13,139,900,13139000900,5456,2503,P,7288452,6980571,6980571,6980571,100,100,95.78,100,5456,100,100,2503,100,100
13,149,970300,13149970300,2873,1274,W,302395391,298101829,13,149,970300,13149970300,2873,1274,P,302407417,298113855,302395391,298101829,100,100,100,100,2873,100,100,1274,100,100
13,151,70104,13151070104,13049,4999,W,24255747,23044800,13,151,70104,13151070104,13049,4999,P,24345068,23134121,24255747,23044800,100,100,99.63,99.61,13049,100,100,4999,100,100
13,151,70202,13151070202,11032,3744,W,55366282,54977343,13,151,70202,13151070202,11032,3744,P,55366634,54977343,55366282,54977343,100,100,100,100,11032,100,100,3744,100,100
13,151,70305,13151070305,7928,2856,W,40734325,39483171,13,151,70305,13151070305,7928,2856,P,40847500,39596346,40734325,39483171,100,100,99.72,99.71,7928,100,100,2856,100,100
13,155,950100,13155950100,2385,1084,W,312565304,304654211,13,155,950100,13155950100,2385,1084,P,312805927,304655163,312565304,304654211,100,100,99.92,100,2385,100,100,1084,100,100
13,157,10600,13157010600,8759,3488,W,158796421,157414701,13,157,10600,13157010600,8759,3488,P,158799321,157417601,158796421,157414701,100,100,100,100,8759,100,100,3488,100,100
13,161,960100,13161960100,7183,3028,W,339267048,334867491,13,161,960100,13161960100,7183,3028,P,339270820,334871263,339267048,334867491,100,100,100,100,7183,100,100,3028,100,100
13,163,960200,13163960200,2103,930,W,209346163,208826894,13,163,960200,13163960200,2103,930,P,209359118,208839849,209346163,208826894,100,100,99.99,99.99,2103,100,100,930,100,100
13,163,960400,13163960400,3552,1603,W,267671988,265228812,13,163,960400,13163960400,3552,1603,P,267782430,265339254,267671988,265228812,100,100,99.96,99.96,3552,100,100,1603,100,100
13,165,960200,13165960200,2133,1128,W,381844321,378036812,13,165,960200,13165960200,2133,1128,P,381909685,378087324,381844321,378036812,100,100,99.98,99.99,2133,100,100,1128,100,100
13,167,980100,13167980100,2789,1408,W,367978496,363014670,13,167,960100,13167960100,2789,1408,P,367980717,363016434,367978496,363014670,100,100,100,100,2789,100,100,1408,100,100
13,167,980300,13167980300,1748,859,W,213347166,210994855,13,167,960300,13167960300,1748,859,P,213350313,210998002,213347166,210994855,100,100,100,100,1748,100,100,859,100,100
13,171,970100,13171970100,6401,2661,W,199358181,196621640,13,171,970100,13171970100,6401,2661,P,199383767,196647226,199358181,196621640,100,100,99.99,99.99,6401,100,100,2661,100,100
13,175,950600,13175950600,2077,840,W,197974397,196403008,13,175,950600,13175950600,2077,840,P,197975192,196403803,197974397,196403008,100,100,100,100,2077,100,100,840,100,100
13,175,951000,13175951000,7711,3386,W,330925439,324644071,13,175,951000,13175951000,7711,3386,P,330937898,324656483,330925439,324644071,100,100,100,100,7711,100,100,3386,100,100
13,185,10201,13185010201,3748,914,W,108739312,106187228,13,185,10201,13185010201,3748,914,P,108851358,106299274,108739312,106187228,100,100,99.9,99.89,3748,100,100,914,100,100
13,185,10301,13185010301,4886,2352,W,12976374,12605583,13,185,10301,13185010301,4886,2352,P,12977564,12605583,12976374,12605583,100,100,99.99,100,4886,100,100,2352,100,100
13,185,11200,13185011200,4200,1993,W,4530884,4458108,13,185,11200,13185011200,4200,1993,P,4635782,4560888,4530884,4458108,100,100,97.74,97.75,4200,100,100,1993,100,100
13,185,11600,13185011600,3770,1822,W,83468150,77322913,13,185,11600,13185011600,3770,1822,P,83478423,77333186,83468150,77322913,100,100,99.99,99.99,3770,100,100,1822,100,100
13,189,950300,13189950300,3175,1385,W,48340591,47744272,13,189,950300,13189950300,3175,1385,P,48348714,47752395,48340591,47744272,100,100,99.98,99.98,3175,100,100,1385,100,100
